#Gene_name	LTL331_pre_Cx (bio1)	LTL331_pre_Cx (bio2)	LTL331_Cx_8wk	LTL331_Cx_12wk	LTL331_Cx_relapsed_NEPC (bio1)	LTL331_Cx_relapsed_NEPC (bio2)
ANXA6	2097 	3515 	4153 	2839 	6302 	3481 
VHL	4049 	7835 	6090 	6013 	6677 	8094 
GLIPR2	2285 	2839 	881 	2593 	43 	26 
SERINC3	7495 	9389 	8840 	8545 	6026 	6032 
SNTB2	2898 	4843 	5175 	3918 	1654 	1758 
ZNF271	2450 	1759 	2151 	2130 	3015 	3194 
TRIM44	1391 	2948 	2091 	2196 	3439 	4257 
PLGLB1	78 	20 	41 	50 	51 	25 
ZNF800	1922 	2433 	1910 	2205 	1771 	1624 
H2AFY	10558 	10851 	10876 	10839 	37617 	27946 
ZNF107	2040 	2344 	2473 	2219 	2394 	3187 
GALK2	531 	781 	565 	665 	724 	731 
AMMECR1L	2372 	2841 	2467 	2640 	3348 	3750 
OGFRL1	1411 	2461 	1434 	1961 	2586 	6401 
ASPRV1	150 	70 	114 	111 	92 	118 
AP3B1	2310 	3878 	2759 	3135 	2638 	2837 
ZNF181	1140 	1123 	1202 	1147 	1112 	1144 
FES	653 	706 	972 	688 	493 	513 
DRAM2	2558 	2211 	2139 	2416 	1872 	1544 
CDAN1	1904 	2597 	2598 	2281 	2482 	2228 
PGAP2	1299 	1145 	1601 	1239 	871 	890 
CBX4	2540 	1920 	2205 	2260 	2250 	2136 
CHPF2	2535 	3248 	2302 	2931 	2741 	2964 
OAS2	11601 	4321 	3829 	8071 	133 	153 
PALM3	1230 	1055 	1038 	1159 	2998 	812 
ZNF691	894 	473 	719 	693 	902 	735 
MAPK8IP3	17037 	19653 	16786 	18611 	14779 	12358 
TEC	240 	370 	294 	310 	81 	76 
FAM171A1	6181 	9970 	7591 	8202 	1963 	2221 
NDC1	2974 	4257 	4632 	3672 	6891 	7107 
GSTA4	2734 	1804 	2911 	2305 	2063 	2251 
B3GNT4	81 	71 	87 	77 	445 	305 
SNAP23	3265 	4041 	3731 	3712 	737 	713 
PARVA	1567 	1645 	1901 	1632 	831 	726 
NCS1	2126 	2275 	1469 	2236 	21675 	19718 
SP2	3305 	5036 	4432 	4238 	3720 	6429 
DCBLD1	883 	671 	747 	790 	1495 	642 
MGRN1	9617 	10918 	10004 	10440 	10331 	8675 
SPRY4	804 	2968 	1823 	1918 	4560 	4999 
SLC25A25	1704 	2274 	2319 	2023 	2969 	3551 
NAA50	8866 	11273 	9256 	10244 	8540 	9593 
TRIM4	2447 	2887 	2604 	2713 	2662 	2507 
LMO7	3264 	4330 	2821 	3863 	12616 	10240 
DCTN4	7039 	9874 	8857 	8604 	8844 	10310 
FAR2P3	397 	121 	109 	264 	252 	132 
CUBN	346 	247 	322 	302 	47 	11 
CBFA2T3	814 	811 	740 	827 	20640 	10362 
ZNF300	1576 	1083 	1139 	1353 	3411 	5112 
NSUN4	1922 	2594 	2478 	2298 	2018 	2680 
TUG1	15815 	18820 	16473 	17630 	37672 	37900 
KRAS	2837 	5024 	4179 	4002 	4984 	5414 
STX7	2222 	2159 	1865 	2230 	4136 	3041 
RNF146	2857 	2390 	2457 	2671 	1419 	1307 
EXOSC3	1267 	1159 	1160 	1235 	1701 	1656 
UAP1L1	2308 	3381 	3446 	2897 	1140 	691 
OAZ2	4848 	4818 	4588 	4923 	6698 	7155 
GPATCH2	1919 	1902 	1887 	1946 	1745 	1764 
BIN1	905 	1155 	986 	1049 	24 	46 
TRAPPC9	3862 	4478 	4546 	4250 	5651 	4991 
EFNA3	433 	390 	626 	419 	2847 	2153 
AP3M2	1105 	1217 	1122 	1183 	2287 	1874 
STYXL1	1655 	1115 	1435 	1412 	767 	564 
DLG1	6099 	8873 	7535 	7631 	9023 	6894 
NHEJ1	86 	152 	105 	121 	105 	187 
GMIP	1329 	2126 	1800 	1762 	2128 	2531 
NUMA1	35423 	74070 	65091 	55835 	43125 	42564 
PIGL	1459 	1260 	1190 	1387 	1130 	1180 
RBL1	2013 	2479 	2377 	2291 	3440 	4794 
PYROXD2	671 	544 	862 	619 	73 	70 
SWT1	659 	552 	578 	618 	549 	450 
DPRXP4	45 	49 	53 	48 	16 	19 
MICU3	691 	574 	758 	645 	426 	229 
FAM117B	5929 	5214 	7672 	5684 	2321 	2690 
METTL21B	1023 	1152 	1258 	1109 	333 	471 
PPFIA4	919 	691 	902 	821 	2522 	1859 
TMEM209	3336 	4374 	3897 	3934 	3547 	4380 
CERS5	3371 	2328 	2977 	2908 	3090 	2470 
ERICH1	673 	581 	625 	640 	408 	349 
HAUS6	2289 	3163 	2377 	2783 	6172 	7474 
GRPEL2	2171 	2115 	2187 	2188 	4883 	4469 
TAB3	5861 	8276 	8523 	7216 	3635 	4003 
C19orf54	1057 	930 	1255 	1015 	1589 	1574 
GART	3525 	5147 	4638 	4427 	5959 	6025 
GCC1	1551 	1584 	1345 	1600 	1092 	1677 
PPHLN1	2195 	2746 	2478 	2523 	2884 	3013 
FANCL	1957 	1365 	1740 	1696 	3192 	1948 
STPG1	1547 	1544 	1389 	1579 	3364 	2678 
TUBGCP3	1187 	1777 	1563 	1514 	2236 	2606 
GORAB	907 	669 	691 	805 	836 	810 
DCAF16	4608 	7290 	5995 	6078 	9109 	11813 
NAA15	3405 	4406 	3417 	3990 	4595 	6352 
TMEM240	30 	52 	69 	42 	72 	75 
GANAB	21475 	32316 	31664 	27480 	32015 	26544 
DNPEP	3951 	4003 	4210 	4064 	1320 	1417 
POLR1A	4272 	8317 	7512 	6433 	8305 	11276 
MAP2K7	2886 	2959 	2738 	2987 	5315 	5311 
RNF130	5555 	4052 	5739 	4911 	9726 	8292 
SMARCA4	17793 	22299 	18195 	20500 	23558 	29010 
LRRC58	6556 	10343 	9624 	8641 	10581 	12342 
CNKSR1	3943 	2729 	2799 	3412 	2049 	1805 
VARS2	2615 	2627 	3293 	2682 	5352 	4895 
ANKRD49	1326 	1021 	1192 	1200 	1557 	1471 
CPPED1	1761 	2117 	2074 	1984 	1081 	1550 
PCSK7	5089 	5657 	5453 	5498 	7314 	7889 
MCCC1	3075 	4808 	4205 	4033 	879 	854 
UFM1	1953 	1975 	1809 	2010 	1416 	1453 
C11orf57	2428 	2506 	2287 	2525 	2557 	2900 
OSGEPL1	1018 	913 	947 	988 	1048 	957 
MTCH1	9718 	8025 	10857 	9082 	7441 	7424 
RAB5B	2864 	4450 	4312 	3743 	2351 	2273 
GEMIN4	2959 	4099 	3977 	3613 	4771 	4965 
WDR20	2263 	2299 	2077 	2336 	3178 	3237 
CPSF6	7234 	9880 	8476 	8763 	12561 	13342 
UFSP1	101 	71 	80 	88 	31 	44 
RFC5	2320 	2113 	2370 	2271 	4665 	4507 
CHAF1A	2565 	3437 	3402 	3074 	5716 	6018 
PEX3	1468 	1352 	1569 	1444 	941 	903 
GMFB	4330 	4168 	4136 	4353 	7288 	7722 
APBA3	1829 	1717 	1607 	1817 	3703 	2941 
METTL8	1486 	1868 	1898 	1718 	1903 	1885 
ZNF76	4156 	4236 	4460 	4300 	4949 	3832 
RTKN	3575 	2997 	2836 	3367 	2157 	1561 
KRTAP5-AS1	88 	99 	62 	96 	431 	151 
ATG4B	9568 	8171 	9557 	9093 	7978 	5747 
MORF4L2-AS1	120 	142 	216 	134 	86 	125 
IQSEC1	7774 	11694 	11148 	9980 	2326 	2432 
FMNL1	1529 	3737 	3103 	2699 	868 	1164 
KDSR	2062 	1755 	1795 	1957 	1301 	1006 
LRTOMT	2077 	1446 	2219 	1806 	5586 	4358 
TAS2R31	82 	53 	54 	69 	112 	75 
KLF17P1	32 	13 	29 	23 	10 	12 
C4orf36	705 	615 	751 	677 	212 	180 
PPP1R26-AS1	750 	893 	1050 	843 	42 	40 
CRBN	3176 	4975 	5046 	4182 	2539 	2774 
ARL13B	2275 	2159 	2059 	2275 	2114 	1604 
TAF1D	4442 	3785 	3673 	4222 	4169 	5000 
WARS2	1193 	849 	957 	1048 	1303 	1050 
PPRC1	1966 	2537 	2358 	2311 	2962 	5189 
KLF8	227 	200 	143 	219 	4 	1 
LXN	506 	360 	428 	445 	14 	2 
PCDH1	7398 	16193 	11615 	12114 	2911 	3492 
TIMP4	178 	253 	334 	221 	5 	1 
SMIM13	456 	470 	380 	476 	775 	877 
TMEM68	3389 	3147 	2730 	3358 	2199 	2619 
RNF40	6861 	8443 	8038 	7863 	10865 	12754 
USB1	1243 	1323 	1241 	1319 	1633 	1827 
LPCAT4	632 	462 	676 	562 	1654 	1113 
FURIN	5476 	6478 	8417 	6144 	6557 	6474 
TSPAN31	1948 	1395 	1672 	1718 	1727 	1769 
GFM2	1945 	2667 	2105 	2371 	2677 	2452 
PPP1R27	30 	11 	25 	21 	39 	40 
BSN-AS2	59 	48 	50 	55 	121 	127 
STK40	3861 	2899 	2567 	3476 	3088 	2833 
UBXN11	3439 	1985 	2275 	2789 	15130 	6358 
DLG1-AS1	36 	18 	30 	27 	18 	13 
PRSS36	65 	41 	62 	54 	205 	73 
LRRC66	197 	143 	203 	175 	762 	501 
MAN1A2	4129 	8032 	5003 	6255 	5322 	5896 
ZNF101	898 	756 	785 	851 	1335 	1501 
ITGA6	4241 	9793 	6613 	7220 	1763 	1510 
TMEM161B	1960 	2880 	2495 	2490 	2274 	2181 
CCDC174	1276 	1006 	924 	1174 	1287 	1581 
ARHGEF19	3537 	3929 	4351 	3841 	9640 	7614 
ZSCAN12P1	101 	178 	183 	144 	384 	484 
PARK2	275 	338 	287 	315 	601 	245 
SNX19	6403 	8632 	7599 	7739 	11182 	9616 
TMUB2	5029 	5543 	5847 	5442 	3450 	2801 
SUV420H1	5519 	5792 	5536 	5823 	4762 	4951 
STRADB	1564 	1529 	1388 	1592 	927 	792 
ZFP64	2017 	2214 	2139 	2178 	1438 	2324 
C1orf162	113 	46 	97 	82 	45 	47 
MIEF1	1579 	2290 	1962 	1992 	4076 	6618 
CARD10	720 	967 	712 	868 	1226 	453 
SRD5A1	791 	798 	848 	818 	753 	920 
C15orf27	203 	220 	299 	218 	712 	507 
PPIG	7775 	7981 	8144 	8114 	5997 	6200 
PTPN2	2695 	1973 	2270 	2404 	3219 	2452 
ADAM20P1	35 	19 	28 	28 	26 	15 
DHX16	2337 	2992 	2411 	2745 	3113 	3221 
SCAMP4	7122 	7365 	7347 	7462 	7072 	4964 
AMHR2	39 	35 	79 	38 	1 	4 
UBE2O	2756 	5905 	5086 	4462 	8439 	8249 
GPR39	123 	90 	67 	109 	3 	10 
PHYKPL	4135 	4343 	4482 	4368 	3303 	3009 
PRSS30P	463 	526 	716 	510 	207 	83 
TTLL1	526 	476 	524 	517 	910 	643 
ZNF143	538 	555 	534 	563 	819 	1106 
ZRANB2-AS2	30 	33 	40 	32 	40 	35 
KMT2B	187 	148 	197 	173 	270 	334 
ZNF502	1619 	1343 	1538 	1527 	1699 	1687 
MFAP3	2805 	4317 	3127 	3673 	2689 	3672 
AR	13963 	18678 	30901 	16837 	40 	3 
WDR33	5832 	6547 	6218 	6386 	7890 	9058 
ACSF3	1432 	1324 	1380 	1422 	1986 	1669 
PCYT1A	4645 	6842 	5359 	5926 	3850 	4377 
TRAPPC13	2718 	3030 	3207 	2966 	2878 	3024 
ELP4	246 	231 	234 	246 	397 	421 
ABCB8	4131 	4237 	4510 	4319 	8574 	6019 
MFN2	5338 	9349 	8271 	7582 	7725 	8852 
PGBD2	418 	382 	480 	413 	464 	494 
RPS6KA2	3114 	3569 	3540 	3452 	108 	34 
MTHFR	3562 	5628 	4411 	4746 	2520 	2994 
NFKBID	763 	522 	600 	664 	627 	599 
LPCAT3	7059 	4305 	5822 	5872 	5756 	3535 
OR2L2	12 	11 	20 	12 	0 	1 
QRSL1P3	27 	38 	24 	33 	31 	35 
ARID3A	691 	727 	693 	733 	1166 	1057 
ARPP19	13128 	17143 	14993 	15647 	14804 	19774 
CCNI	37256 	30043 	37178 	34787 	36630 	31078 
SLC8A2	252 	246 	542 	258 	6696 	5333 
PFAS	2100 	3946 	3322 	3126 	3906 	5002 
KIF1C	3844 	5886 	5166 	5031 	915 	814 
CDK11A	1084 	930 	950 	1041 	1406 	1373 
PIGT	5702 	5293 	5392 	5685 	10777 	9204 
CDKL4	54 	44 	48 	51 	177 	144 
SLC25A23	4917 	5559 	7094 	5417 	3169 	2248 
MFSD8	2057 	1766 	1820 	1977 	1584 	1480 
TTC9C	695 	689 	778 	715 	662 	808 
PCBP1-AS1	2187 	1618 	1861 	1967 	3523 	4070 
VAT1	6069 	11158 	10292 	8910 	3302 	2997 
ZKSCAN5	1811 	1783 	2008 	1859 	2333 	2815 
UBA1	18925 	23594 	25125 	21999 	37232 	40009 
GPRIN2	2251 	4076 	3526 	3274 	692 	794 
DYM	1217 	1709 	1594 	1514 	1420 	1385 
STAG3L2	781 	1550 	1298 	1206 	1074 	1311 
EXD2	3329 	4118 	4022 	3854 	4227 	3266 
KAT8	2265 	1920 	2317 	2166 	3308 	3734 
SMEK1	5866 	6701 	5768 	6505 	7193 	9689 
VN1R83P	70 	50 	59 	62 	65 	51 
ASPHD2	124 	95 	62 	113 	364 	505 
POLR2M	1685 	1408 	1807 	1602 	868 	739 
PRMT10	824 	1240 	1089 	1069 	1097 	1377 
STS	2200 	1474 	1221 	1903 	1385 	1463 
ZNF222	262 	143 	194 	210 	251 	288 
POLI	2364 	2112 	2400 	2319 	3375 	2541 
PEX26	2165 	2888 	2748 	2617 	6130 	5795 
NIT2	3031 	3502 	2822 	3384 	1441 	1105 
RALGAPB	9836 	17131 	13205 	13969 	10537 	10839 
HIPK4	40 	33 	44 	38 	14 	13 
ZNF33B	198 	209 	192 	211 	157 	164 
CLIP2	1568 	1924 	1588 	1810 	5074 	5293 
MAP1S	4225 	4557 	4022 	4552 	7210 	8406 
DCLRE1A	1000 	1685 	1721 	1392 	1568 	1803 
PIBF1	556 	690 	512 	646 	783 	848 
KIAA1614	297 	625 	478 	478 	984 	1609 
ZNF480	2034 	2045 	1888 	2115 	1755 	2725 
TAB2	9342 	13942 	12006 	12074 	4960 	7331 
LANCL1	5826 	7953 	7749 	7148 	7886 	7433 
SNX6	3894 	3590 	3846 	3883 	3227 	3046 
CCDC110	344 	419 	392 	396 	216 	176 
RINT1	1513 	1627 	1366 	1629 	1414 	1902 
ACYP1	937 	754 	1101 	877 	1979 	1754 
TPTE2P2	26 	11 	21 	19 	6 	5 
LRRCC1	3544 	5043 	5339 	4456 	3802 	2283 
CACNB3	4470 	3588 	4006 	4182 	8622 	10070 
ZNF669	316 	356 	302 	349 	692 	984 
PKLR	24 	36 	41 	31 	7 	10 
KIAA1430	3897 	6675 	5313 	5490 	3532 	4114 
DPF2	4242 	4003 	4346 	4283 	4553 	6418 
HERC6	6804 	3568 	5147 	5388 	33 	9 
DCUN1D1	3303 	4329 	4021 	3966 	2320 	2658 
RNF144B	7400 	11969 	11342 	10065 	1117 	874 
ANKRD52	8387 	14630 	13774 	11961 	8442 	10358 
FANCM	554 	973 	613 	794 	1731 	1761 
ASB16-AS1	2227 	2705 	3414 	2564 	2151 	1825 
CCNL2	23193 	20811 	23191 	22879 	31164 	17735 
PFN4	144 	83 	107 	118 	65 	52 
SPG7	3766 	3982 	3855 	4029 	3922 	3061 
SF3B3	5227 	10191 	9206 	8017 	9345 	12502 
TCF12	1296 	1513 	1341 	1460 	2911 	3560 
KANK3	129 	155 	178 	147 	52 	67 
PDZD4	3313 	4102 	3664 	3856 	9966 	8317 
ANKRD11	6235 	5794 	5828 	6258 	10525 	12040 
FEM1A	107 	364 	194 	245 	366 	753 
CHD4	14650 	15148 	14779 	15503 	24944 	29596 
ZNRF2P1	7 	36 	25 	22 	110 	128 
ELMOD3	2509 	2207 	2429 	2454 	1664 	1397 
NNT-AS1	1847 	1918 	2239 	1960 	4907 	3608 
IBTK	5785 	9842 	8267 	8136 	4469 	5014 
LY6G5B	730 	1138 	929 	973 	1282 	1576 
ETAA1	1683 	2007 	1780 	1922 	2294 	2330 
PSMD5	4334 	4859 	4802 	4789 	3827 	4437 
GGNBP2	4428 	6237 	5392 	5557 	4954 	5917 
SON	26758 	48852 	35695 	39397 	37050 	53892 
EPHA1	981 	1332 	1155 	1206 	55 	19 
C9orf84	14 	32 	39 	24 	31 	21 
FAAH2	529 	417 	400 	493 	746 	552 
RRP8	523 	603 	545 	587 	729 	724 
ZNF544	4751 	4281 	5049 	4709 	5648 	5820 
PARGP1	187 	411 	295 	312 	322 	360 
ZDHHC6	2109 	1366 	1994 	1812 	2078 	1314 
RNF216	3081 	4367 	3730 	3884 	3926 	4570 
RBKS	238 	215 	258 	237 	132 	100 
FOXE1	967 	1287 	1413 	1176 	931 	909 
ZC3H18	1382 	1754 	1580 	1636 	3097 	3126 
TAF2	4854 	7035 	5718 	6202 	8043 	7882 
TMEM53	383 	312 	379 	363 	337 	356 
BRD3	5314 	7791 	6829 	6840 	7312 	9086 
ATG9A	4724 	6997 	5176 	6117 	7244 	6901 
FAM20B	3266 	5346 	4606 	4495 	6548 	7947 
TATDN3	761 	713 	726 	769 	919 	1058 
ZBTB24	1644 	1664 	1512 	1727 	1545 	2281 
USP4	3511 	3726 	3897 	3779 	3219 	3161 
MYNN	1463 	1318 	1384 	1452 	1807 	1813 
PTPN23	7853 	10870 	9523 	9778 	8725 	9941 
DUSP8P5	1377 	2410 	2228 	1978 	1982 	2721 
LINGO3	170 	387 	392 	291 	139 	321 
ATP6V1A	6325 	10227 	8362 	8646 	7842 	7881 
RASD2	850 	739 	599 	830 	31216 	21868 
ZSCAN9	1378 	1359 	1143 	1430 	1497 	1814 
TAF6	3284 	3908 	4190 	3759 	7207 	6120 
TMEM167B	4847 	4116 	4812 	4685 	2136 	2645 
DACT2	1750 	1331 	986 	1611 	16 	13 
POMGNT2	1821 	2629 	2312 	2326 	2076 	1861 
ERVK3-1	2364 	3040 	2594 	2825 	3127 	3259 
RAVER1	3584 	4982 	4406 	4478 	5590 	7369 
EFNB1	459 	434 	419 	467 	7117 	4421 
PRKAA1	8817 	13374 	11281 	11602 	6438 	7195 
ZAR1	49 	103 	75 	79 	10 	10 
BCRP2	45 	37 	100 	43 	1 	0 
ARGLU1	4193 	3584 	3978 	4067 	3689 	2964 
METTL15	701 	885 	842 	830 	1752 	863 
ORAOV1	1657 	1871 	1734 	1846 	2030 	2195 
STK4-AS1	24 	16 	21 	21 	16 	10 
PLEKHA3	2202 	1734 	1784 	2059 	1674 	1941 
UBE2G2	6385 	9077 	8639 	8089 	6842 	7588 
PLIN2	547 	659 	641 	631 	780 	1463 
IREB2	7155 	15395 	12357 	11800 	9291 	12744 
CASP2	4315 	5199 	4850 	4979 	5881 	8469 
UBAP1	3481 	3047 	3128 	3416 	3564 	3454 
SUMF1	2246 	2452 	2392 	2459 	1688 	1224 
RCN3	297 	151 	312 	234 	380 	236 
C14orf79	2179 	2095 	1962 	2237 	4818 	3110 
TNFRSF18	159 	381 	194 	283 	18 	18 
SLC25A12	2464 	2535 	2707 	2617 	2067 	1649 
KIF7	608 	1679 	1348 	1197 	207 	454 
ETFDH	1773 	1905 	1994 	1926 	1335 	1442 
CDC16	2989 	2072 	2470 	2651 	2183 	1669 
PAQR3	1484 	2474 	2229 	2074 	2802 	2545 
PCDHB2	2318 	3343 	2921 	2966 	2419 	3509 
TMEM185B	1369 	2087 	2047 	1810 	3101 	2542 
PANX2	943 	1003 	984 	1019 	357 	546 
DGCR2	5103 	6630 	6369 	6146 	6663 	7508 
ENOSF1	9903 	10650 	12221 	10768 	8564 	6128 
TUBB8	133 	194 	164 	172 	56 	25 
IFT81	1822 	2352 	1718 	2187 	4372 	3187 
PFKM	4027 	6090 	6614 	5301 	1131 	2288 
ZRANB2	8427 	9938 	9163 	9623 	11180 	9727 
BRAP	1736 	1655 	1698 	1778 	1899 	2190 
ABCA3	5596 	8724 	7009 	7507 	18705 	11828 
PPM1M	1190 	1163 	1637 	1234 	293 	251 
TRPC4AP	5891 	7203 	6942 	6869 	4970 	4487 
C11orf80	5084 	2756 	4514 	4113 	3682 	1758 
USP47	3189 	4190 	4075 	3872 	3027 	3575 
POLE	8827 	11781 	10686 	10814 	31746 	27747 
FAM206A	1141 	846 	815 	1043 	1840 	1584 
TRIM37	6400 	12669 	10199 	10008 	5547 	5795 
PHF10	7646 	11376 	11353 	9985 	13135 	11774 
NXPE3	1138 	1973 	1546 	1633 	2686 	2716 
ZFY	1431 	1721 	1653 	1655 	2130 	2203 
FXR1	5761 	5472 	6125 	5899 	4650 	5456 
COIL	1870 	1857 	1868 	1957 	1675 	1973 
KCNK6	382 	360 	363 	390 	37 	34 
MAP4K5	3406 	3601 	3112 	3681 	2822 	2697 
GIN1	404 	338 	421 	390 	563 	540 
ARMC10	2362 	2398 	2278 	2501 	1563 	1363 
PSEN1	6673 	7507 	5864 	7449 	4890 	4708 
JOSD1	2336 	2464 	2421 	2522 	5576 	5223 
LARP4	4846 	6526 	6555 	5975 	4501 	5627 
SUN2	3310 	4953 	3949 	4342 	28497 	21235 
C14orf182	313 	158 	442 	247 	41 	23 
C6orf47	923 	841 	841 	927 	1113 	1099 
CD46	21925 	24767 	19407 	24544 	9639 	7331 
EPN2-AS1	105 	111 	111 	113 	102 	98 
PSIP1	5706 	6039 	6761 	6174 	21732 	16858 
DAZAP2	13911 	11428 	11864 	13321 	10916 	10729 
TMEM37	478 	179 	248 	345 	16 	12 
ZNF266	6791 	5762 	5401 	6600 	5992 	5675 
SPATA20	8096 	11083 	11970 	10084 	1822 	1642 
UGGT2	1227 	1383 	1018 	1373 	1456 	907 
FGF12	1372 	1205 	2700 	1355 	74 	94 
MTO1	1725 	1791 	1991 	1849 	2034 	1903 
ASPSCR1	3246 	3771 	4297 	3691 	3468 	3202 
IFNGR1	3604 	3776 	2818 	3881 	1270 	1172 
THG1L	533 	453 	454 	519 	681 	1061 
SC5D	11317 	10973 	9737 	11724 	1207 	1351 
PTGR2	1702 	1833 	2188 	1860 	1228 	1185 
LSM14B	2103 	2602 	2525 	2475 	4538 	4247 
NUP43	3114 	4399 	4213 	3953 	3403 	3163 
PHBP15	39 	47 	44 	45 	71 	71 
CCDC138	713 	838 	578 	816 	2128 	1855 
COL4A5	4190 	6870 	5916 	5819 	3025 	1458 
GXYLT1	1120 	1704 	1365 	1486 	2014 	2047 
SRGAP1	3680 	4003 	2833 	4044 	18174 	18880 
ACADVL	9698 	8128 	9347 	9382 	4912 	2728 
TSHZ2	1592 	1467 	1426 	1610 	1365 	2054 
DCAF8	7322 	6358 	6604 	7201 	4828 	4974 
KBTBD7	924 	1096 	1265 	1063 	787 	969 
AKR7A3	279 	295 	310 	302 	398 	360 
IST1	4333 	3773 	3924 	4268 	3850 	4321 
SEC31A	10789 	12117 	12352 	12060 	10712 	12236 
FNBP4	4710 	4153 	4069 	4666 	4508 	5042 
SETD5-AS1	3458 	3053 	3522 	3429 	2262 	2567 
CCDC62	47 	56 	75 	54 	146 	129 
SEMA4C	2845 	3286 	2634 	3230 	5392 	6791 
P2RX5-TAX1BP3	42 	51 	46 	49 	175 	195 
UBIAD1	1838 	1947 	1957 	1994 	1849 	2462 
MED18	498 	334 	385 	438 	629 	701 
EHBP1	2330 	3461 	3793 	3052 	4774 	4518 
PRPF8	20875 	52920 	41840 	38889 	52030 	74219 
CTR9	1894 	2516 	2324 	2324 	2194 	2461 
FBXO18	3398 	5005 	4510 	4429 	3898 	3586 
SLC6A16	189 	198 	151 	204 	194 	319 
UPF3A	2639 	2081 	2509 	2489 	2299 	1726 
HSPA4	5078 	6871 	7559 	6301 	7139 	9949 
C15orf38-AP3S2	47 	167 	127 	113 	46 	33 
ZMAT2	2176 	1671 	1987 	2029 	3012 	2783 
COPS7B	2900 	3495 	3463 	3373 	3463 	3645 
SLC35D1	1280 	2007 	1648 	1734 	2131 	1429 
MPZL1	11400 	8845 	9073 	10680 	3377 	4081 
USP3	6033 	4370 	4791 	5488 	2954 	3552 
CCDC85C	2543 	4403 	3915 	3665 	4050 	5104 
ZNF470	1085 	1313 	1485 	1265 	1088 	1393 
DAK	3518 	4132 	4731 	4036 	2783 	2672 
PIGV	1450 	1255 	1710 	1427 	1075 	886 
TADA2A	1144 	1511 	1641 	1401 	1866 	1904 
QRICH1	6482 	9084 	7900 	8215 	7447 	9842 
ZNF547	586 	302 	456 	469 	410 	276 
RXRB	4174 	3795 	4145 	4206 	3470 	3449 
PRKCI	4102 	6569 	5412 	5633 	4280 	5183 
KCTD13	1809 	1821 	1975 	1916 	1824 	1837 
DPH1	3102 	3690 	4019 	3585 	1908 	2527 
PROSC	3679 	3155 	4378 	3609 	2397 	2098 
PINK1	1206 	1885 	1397 	1632 	1084 	1012 
GIMAP6	79 	235 	84 	166 	1 	0 
NUP85	3217 	4178 	4195 	3905 	3680 	3591 
CASC4	12816 	16818 	16466 	15651 	6983 	5928 
ANAPC5	4889 	5446 	5585 	5458 	6304 	5454 
UTRN	19063 	35412 	46292 	28771 	207 	56 
DDX46	6299 	7741 	6306 	7416 	10944 	10921 
TRIM21	826 	524 	542 	713 	131 	106 
OSR2	515 	628 	708 	604 	1857 	2463 
ZNF616	1302 	1782 	1603 	1629 	1207 	1693 
SSR1	6586 	6899 	7546 	7126 	5456 	5859 
FAM222B	5692 	6461 	6785 	6423 	6811 	5806 
SERTAD1	730 	404 	510 	599 	127 	213 
BBS10	828 	955 	801 	942 	1023 	995 
SMPD2	667 	460 	387 	596 	822 	583 
PPP6R3	8967 	12819 	11982 	11523 	9813 	11056 
EHD1	1909 	2035 	1872 	2086 	1719 	1927 
RASSF4	510 	490 	371 	529 	71 	58 
C6orf132	4368 	5187 	4084 	5056 	669 	378 
PKD2	2535 	3431 	3230 	3157 	1612 	1446 
TFRC	1503 	3274 	2005 	2528 	10360 	15610 
ZNF341	643 	631 	811 	675 	536 	496 
ZMYM6	818 	665 	727 	785 	1092 	863 
LPHN1	3343 	4873 	5289 	4349 	13342 	15193 
SIRT7	1468 	1561 	1559 	1603 	1778 	1709 
FHL1	1264 	845 	1936 	1116 	6362 	5611 
C20orf195	69 	62 	60 	70 	18 	16 
MPV17L	1261 	1654 	1166 	1544 	348 	587 
SEC24B	3646 	5415 	4728 	4798 	3196 	3556 
GPN1	2180 	1923 	2164 	2173 	1652 	1969 
ZNF24	7975 	13172 	10494 	11201 	10593 	12519 
SAP30BP	3211 	3755 	3415 	3690 	3027 	3099 
NEURL1B	7957 	12752 	11612 	10970 	44809 	34566 
URB2	689 	1330 	1086 	1069 	1900 	2611 
DHX36	4480 	5412 	4619 	5242 	4450 	5594 
OGFOD3	2480 	4272 	3817 	3578 	3319 	3010 
C21orf90	452 	543 	632 	528 	137 	177 
DENND4B	4064 	5620 	5628 	5133 	8635 	8013 
C10orf53	31 	18 	30 	26 	1 	0 
FPGT	1223 	1362 	1443 	1370 	1266 	840 
C6orf120	3134 	3360 	3834 	3443 	2418 	3122 
MAP9	2267 	3572 	2443 	3096 	4713 	3717 
GDF9	89 	82 	111 	91 	206 	177 
NEIL1	2300 	2852 	2906 	2732 	2709 	1751 
PEAR1	52 	70 	41 	65 	16 	22 
VPS54	3238 	3939 	3518 	3807 	2931 	2777 
TUBA1A	10435 	8637 	5277 	10116 	85399 	92214 
TCF7L1	1357 	1649 	1868 	1594 	146 	49 
PDCL	1343 	1453 	1418 	1483 	2170 	2231 
MYO5A	1750 	4145 	3677 	3128 	5257 	4913 
KLHL8	1513 	1892 	2097 	1806 	2861 	3038 
CSNK1A1	5752 	10498 	8033 	8623 	4992 	6635 
NKRF	925 	1106 	1130 	1078 	1226 	1688 
GPR89B	28 	101 	58 	69 	38 	75 
LRIF1	1482 	1202 	1037 	1424 	960 	695 
CLIC3	246 	173 	126 	222 	9 	9 
